人物姓名,人物网址,所处时代,本名,民族族群,出生地,逝世日期,主要成就,官职,字,爵位,别名,出生日期,谥号,籍贯,字号,主要作品,中文名,民族,职业,父亲,国籍,性别,陵墓,去世时间,典故,年号,别称,在位时间,封爵,职位,出生时间,庙号,儿子,追赠,兄弟,身份,追封,地位,信仰,势力,官爵,相关事件,母亲,子,代表作品,子嗣,外文名,夫君,父,记载,官位,葬处,结局,家世信息,封号,丈夫,子女,配偶,祖籍,祖父,朝代,容貌,家世,号,陵寝,特征,人物关系,职务,兄长,官至,嫡庶身份,尊称,持麾经历,终年,武器,家世归属,书法成就,逝世地,后世追谥,加封,阵营,所处朝代,哥哥,相关典故,去世地,追尊,宋代加封,所处时期,样貌,藏处,主效势力,最高任职,宗教信仰,妻子,主公,史料记载,婚姻状况,姐妹,出处,史书记载,封侯,外号,食邑,拼音,出生地点,生卒年,相关历史人物,曾祖,评价,孙,父母,族弟,叔祖父,身世,结果,死因,兄弟姐妹,特点,好友,国家,相关人物,时期,气质,年代,登场作品,主要事迹,曾祖父,简介
 荀淑,https://baike.baidu.com/item/%E8%8D%80%E6%B7%91/6572291,,,,"[""颍川颍阴""]","[""149年""]","[""于朗陵侯相任上有政声""]",,,,"[""荀季和""]","[""83年""]",,,,,"[""荀淑""]","[""汉族""]","[""学者、官员""]",,"[""东汉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""神君""]",,,,,,,,,,,,,,,,,,,,,,,,,,
 荀霬,https://baike.baidu.com/item/%E8%8D%80%E9%9C%AC/9691616,"[""曹魏""]","[""荀霬""]","[""汉族""]","[""颍川颍阴""]",,"[""中领军，追赠骠骑将军""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 荀羽,https://baike.baidu.com/item/%E8%8D%80%E7%BE%BD/5366798,"[""西晋""]","[""荀羽""]","[""汉""]",,,,"[""尚书""]",,,,,,"[""颍川颍阴（今河南许昌）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 荀适,https://baike.baidu.com/item/%E8%8D%80%E9%80%82/5365795,"[""三国""]","[""荀適""]","[""汉族""]",,,,,,"[""陵树亭侯""]","[""荀适""]",,,"[""颍川颍阴（今河南许昌）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 荀彪,https://baike.baidu.com/item/%E8%8D%80%E5%BD%AA/5366371,"[""三国""]","[""荀彪""]","[""汉族""]",,,,,,"[""陵树亭侯→丘阳亭侯""]",,,,"[""颍川颍阴（今河南许昌）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""三百户""]",,,,,,,,,,,,,,,,,,,,,,,,,
 贾玑,https://baike.baidu.com/item/%E8%B4%BE%E7%8E%91/19302211,"[""三国-魏""]","[""贾玑""]","[""汉人""]","[""凉州武威郡姑臧(甘肃武威市)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 贾穆,https://baike.baidu.com/item/%E8%B4%BE%E7%A9%86/4569907,,,,"[""凉州武威郡姑臧(甘肃武威市)""]","["" ？""]",,,,,,"["" ？""]",,,,,"[""贾穆""]","[""汉""]","[""驸马都尉""]",,"[""中国""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 贾龚,https://baike.baidu.com/item/%E8%B4%BE%E9%BE%9A/2159467,"[""东汉""]","[""贾龚 ""]","[""汉族""]",,,,,,,,,,"[""武威郡姑臧""]",,,,,,"[""贾衍""]",,,,,,,,,,"[""轻骑将军""]",,,,,,,,,,,,,,,,"[""贾彩、贾诩""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 贾模,https://baike.baidu.com/item/%E8%B4%BE%E6%A8%A1/8846689,,,,,,,,,,,,,,,,"[""贾模""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""暂无""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""jiǎ mó""]","[""武威姑臧""]","[""暂无""]","[""贾诩""]",,,,,,,,,,,,,,,,,,,,,
 贾胤,https://baike.baidu.com/item/%E8%B4%BE%E8%83%A4/19416047,"[""西晋""]","[""贾胤""]",,"[""凉州武威郡姑臧(甘肃武威市)""]",,"[""洛阳大败刘聪，斩呼延颢""]","[""护军""]",,,,,,,,,,,,"[""贾模""]",,"[""男""]",,,,,,,,,,,,,"[""贾龛""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""贾诩""]",,,,,,,,,,,,,,,,,,,,
 郭奕,https://baike.baidu.com/item/%E9%83%AD%E5%A5%95/8868,,,,"[""颍川阳翟(今河南禹州)""]",,,,,,"[""郭伯益""]",,,,,,"[""郭奕""]","[""汉族""]","[""太子文学""]",,"[""曹魏""]",,,,,,,,,,,,,,,,,,,,,,,"[""郭深""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""通达见理""]",,,,,,,,,,,,,,,,,,,
 郭敞,https://baike.baidu.com/item/%E9%83%AD%E6%95%9E/18756823,"[""三国""]","[""郭敞""]","[""汉族""]",,,,"[""散骑常侍""]",,,,,,"[""豫州颍川郡阳翟(河南许昌市禹州)""]","[""字泰中""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 程武,https://baike.baidu.com/item/%E7%A8%8B%E6%AD%A6/26788,"[""三国""]","[""程武""]","[""汉族""]",,,,,,"[""安乡侯""]",,,,,,,,,,"[""程昱""]",,,,,,,,,,,,,,,,,,,,,,,,"[""程克""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""程良""]",,,,,,,,,,,,,,,,,,
 程延,https://baike.baidu.com/item/%E7%A8%8B%E5%BB%B6/20318635,"[""三国""]","[""程延""]","[""汉""]",,,,,,"[""列侯""]",,,,"[""兖州东郡东阿（今山东东阿）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 程晓,https://baike.baidu.com/item/%E7%A8%8B%E6%99%93/85582,,,,,"[""264""]",,,,,,"[""220""]",,,,,"[""程晓""]",,"[""三国魏学者""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 华表,https://baike.baidu.com/item/%E5%8D%8E%E8%A1%A8/6658863,"[""魏晋""]","[""华表""]","[""汉族""]","[""平原高唐（今山东禹城）""]","[""275年""]",,"[""太常卿、太中大夫""]",,"[""观阳伯""]",,"[""204年""]","[""康""]",,"[""字伟容""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 骆统,https://baike.baidu.com/item/%E9%AA%86%E7%BB%9F/1786448,"[""汉末三国""]","[""骆统""]","[""汉族""]","[""会稽郡乌伤县""]","[""228年""]","[""防蜀御魏，屡谏孙权""]","[""偏将军、濡须督""]","[""公绪""]","[""新阳亭侯""]",,"[""193年""]",,,,"[""文集十卷""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 华廙,https://baike.baidu.com/item/%E5%8D%8E%E5%BB%99/1297617,"[""魏晋""]","[""华廙""]","[""汉族""]","[""平原高唐""]",,,"[""开府仪同三司、光禄大夫""]",,,"[""观阳元公""]","[""不详""]","[""元""]",,"[""字长骏""]","[""《善文》""]",,,,,,,,,,,,,"[""观阳县公""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 华峤,https://baike.baidu.com/item/%E5%8D%8E%E5%B3%A4/1297789,"[""三国魏→西晋""]","[""华峤""]","[""汉族""]","[""平原高唐（今山东省德州市禹城市）""]","[""293年""]",,"[""秘书监、散骑常侍、班同中书""]","[""叔骏""]","[""乐乡侯""]",,,"[""简""]",,,"[""东观汉记""]",,,,,,,,,,,,,,,,,,"[""少府""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 华岑,https://baike.baidu.com/item/%E5%8D%8E%E5%B2%91/53651101,"[""晋朝""]","[""华岑""]","[""汉族""]","[""平原郡高唐县（今山东省高唐县）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 钟毓,https://baike.baidu.com/item/%E9%92%9F%E6%AF%93/1756206,"[""三国""]","[""钟毓""]","[""汉族""]","[""颍川长社（今河南长葛县）""]","[""263年""]","[""散骑常侍 青州刺史 后将军""]",,,,,,,,"[""字稚叔""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 董胄,https://baike.baidu.com/item/%E8%91%A3%E8%83%84/5877726,"[""三国时期魏国""]","[""董胄""]",,,,,,,,,,,,,,,,,,,,,"[""昭年""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""郡守、九卿""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 王肃,https://baike.baidu.com/item/%E7%8E%8B%E8%82%83/10208,"[""汉末三国""]","[""王肃""]","[""汉族""]","[""会稽郡""]","[""256年""]","[""开创魏晋时期的“王学”""]","[""中领军、散骑常侍""]","[""子雍""]","[""兰陵侯""]",,"[""195年""]","[""景""]","[""东海郡郯县""]",,"[""《孔子家语》"", ""《孔丛子》""]",,,,,,,,,,,,,,,,,,"[""卫将军（曹魏）、司空（北宋）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 王元姬,https://baike.baidu.com/item/%E7%8E%8B%E5%85%83%E5%A7%AC/25287,"[""魏晋""]","[""王元姬""]","[""汉族""]","[""东海郡郯县""]","[""268年4月20日""]","[""预言钟会，治理后宫""]",,,,,"[""217年""]","[""文明皇后""]",,,,,,,,,,"[""崇阳陵""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 崔林,https://baike.baidu.com/item/%E5%B4%94%E6%9E%97/1429612,"[""汉末三国""]","[""崔林""]","[""汉族""]","[""清河郡东武城""]","[""244年""]","[""规范赏赐西域诸国的制度；治理幽州，寇窃寝息""]","[""司空""]","[""德儒""]","[""安阳乡侯""]",,,"[""孝""]",,,"[""考课议"", ""议宗圣侯祀孔子不须命祀""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 崔妃,https://baike.baidu.com/item/%E5%B4%94%E5%A6%83/24069278,"[""汉魏""]","[""崔氏""]","[""汉族""]","[""清河东武城（今河北故城）""]","[""？""]","[""出身高门，为曹植的第一任王妃""]",,,,"[""崔妃、陈王妃""]","[""？""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 毛机,https://baike.baidu.com/item/%E6%AF%9B%E6%9C%BA/19974572,"[""三国""]","[""毛机""]","[""汉族""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""魏国""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 杨嚣,https://baike.baidu.com/item/%E6%9D%A8%E5%9A%A3/13882115,"[""魏晋""]","[""杨嚣""]","[""汉族""]","[""华阴（今属陕西）""]",,,"[""典军将军""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 丁廙,https://baike.baidu.com/item/%E4%B8%81%E5%BB%99/3532303,"[""三国时代""]","[""丁廙""]","[""汉族""]","[""沛郡""]",,,,"[""敬礼""]",,"[""丁虞、丁翼、丁敬礼""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 张春华,https://baike.baidu.com/item/%E5%BC%A0%E6%98%A5%E5%8D%8E/4458,"[""汉末三国""]","[""张春华""]","[""汉族""]","[""河内平皋（今河南温县）""]","[""247年""]",,,,,"[""宣穆皇后，张皇后""]","[""189年""]",,,,,,,,,,,"[""高原陵""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""司马师、司马昭、南阳公主等""]","[""司马懿""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马骏,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E9%AA%8F/4923811,"[""三国（曹魏）→西晋""]","[""司马骏""]","[""汉族""]","[""河内郡温县""]","[""286年""]","[""芍陂拒丁奉，大破秃发树机能""]","[""骠骑将军、持节、都督等""]",,"[""汝阴王→扶风王""]","[""扶风武王""]","[""232年""]","[""武""]",,"[""字子臧""]",,,,,,,,,,,,,,,,,,,"[""大司马、侍中、假黄钺""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马伷,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E4%BC%B7/4064624,"[""三国→西晋""]","[""司马伷""]","[""汉族""]",,"[""283年6月12日""]","[""参与灭吴战争""]","[""大将军、开府仪同三司""]",,"[""南安亭侯→东武乡侯→琅邪王""]","[""琅邪武王""]","[""227年""]","[""武""]","[""河内温县""]","[""字子将""]","[""《周官宁朔新书》""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马干,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E5%B9%B2/84887,"[""曹魏→西晋""]","[""司马干""]","[""汉族""]",,"[""311年2月26日""]",,"[""侍中、太保""]","[""子良""]","[""平原王""]",,"[""232年""]",,"[""河内郡温县""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马亮,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E4%BA%AE/7412400,"[""西晋""]","[""司马亮""]","[""汉族""]","[""河内温县（今河南温县）""]","[""291年7月25日""]",,"[""太宰、录尚书事""]",,"[""汝南王""]","[""汝南文成王、司马子翼""]",,"[""文成""]","[""河内郡温县""]","[""子翼""]",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""八王之乱""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马肜,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E8%82%9C/806061,"[""西晋""]","[""司马肜""]","[""汉族""]","[""河内温县（今河南温县）""]","[""302年""]",,"[""太宰、司徒、宗师""]","[""子徽""]","[""平乐亭侯→梁王""]","[""梁孝王"", ""司马子徽""]",,"[""孝王""]","[""河内郡温县""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 南阳公主,https://baike.baidu.com/item/%E5%8D%97%E9%98%B3%E5%85%AC%E4%B8%BB/9815660,"[""西晋""]","[""南阳公主""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""西晋宣帝女""]",,,,,,,,,,,,,,"[""《晋书列传第一》""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 高陆公主,https://baike.baidu.com/item/%E9%AB%98%E9%99%86%E5%85%AC%E4%B8%BB/15603956,"[""西晋""]","[""司马氏""]","[""汉族""]",,,,,,,"[""高陆公主""]",,"[""宣""]",,,,,,,"[""司马懿""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""杜预""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马防,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E9%98%B2/4316361,"[""东汉末年""]","[""司马防""]","[""汉族""]","[""河内温县（今河南温县）""]","[""219年""]","[""推荐曹操为官""]",,"[""建公""]",,"[""司马芳，司马建公""]","[""149年""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""河内郡野王县（今河南省博爱县）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马广,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E5%B9%BF/21516693,"[""西晋""]","[""司马广""]","[""汉族""]",,,,,,,,,,"[""河内郡温县（今河南温县）""]",,,,,,,,,,,,,,,,,,,,,,"[""平原王世子""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马觐,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E8%A7%90/8415817,"[""西晋""]","[""司马觐""]","[""汉""]","[""河内温县""]","[""290年""]","[""晋元帝司马睿生父""]","[""冗从仆射""]","[""思祖""]","[""琅琊王""]",,"[""256年""]","[""恭""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马粹,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E7%B2%B9/24514606,"[""魏晋""]","[""司马粹""]","[""晋人""]",,,,,,,,,,"[""河内温县""]","[""字茂弘""]",,,,,,,,,"[""不详""]",,,,,,,"[""不详""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马炎,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E7%82%8E/452549,"[""西晋""]","[""司马炎""]","[""汉族""]","[""洛阳""]","[""290年5月16日""]","[""建立晋朝"", ""南伐灭吴，统一中国"", ""建立太康盛世""]",,"[""安世""]",,"[""晋武帝""]","[""236年""]","[""武皇帝""]","[""河内温县""]",,,,,,,,,,,,"[""泰始、咸宁、太康、太熙""]",,"[""265年—290年""]",,,,"[""世祖""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 陈群,https://baike.baidu.com/item/%E9%99%88%E7%BE%A4/3933,"[""汉末三国""]","[""陈群""]","[""汉族""]","[""颍川郡许昌县""]","[""237年2月7日""]","[""创立九品中正制制定《魏律》""]","[""司空、录尚书事""]","[""长文""]","[""颍阴侯""]",,,"[""靖""]",,,"[""《魏律》"", ""《论语义说》等""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""颍川陈氏""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马朗,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E6%9C%97/5977847,"[""东汉""]","[""司马朗""]","[""汉族""]",,"[""217年""]",,"[""兖州刺史""]","[""伯达""]",,,"[""171年""]",,"[""河内郡温县""]",,,,,,,,,,,,,,,,,,,,,,,,"[""司马八达之一""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 夏侯徽,https://baike.baidu.com/item/%E5%A4%8F%E4%BE%AF%E5%BE%BD/5532037,"[""曹魏""]","[""夏侯徽""]","[""汉族""]","[""魏郡邺县（今河北临漳）""]",,,,,,,,,"[""沛国谯县（今安徽亳州）""]","[""媛容""]",,,,,,,,,"[""234年""]",,,"[""夏侯媛容、景怀皇后""]",,,,"[""211年""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马伦,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E4%BC%A6/4197881,"[""西晋""]","[""司马伦""]","[""汉族""]","[""洛阳""]","[""301年6月5日""]",,,"[""子彝""]",,,,,"[""河内温县""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马京,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E4%BA%AC/4441341,"[""三国""]","[""司马京""]","[""汉族""]",,,,,"[""子左""]","[""清惠亭侯""]",,,,"[""河内温县""]",,,,,,,,,,,,,,,,,,,,,,,"[""射声校尉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马兆,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E5%85%86/2755556,"[""西晋""]","[""司马兆""]",,,,,,,"[""城阳王""]",,,"[""哀王""]",,"[""千秋""]",,,,,,,,,,,,,,,,,,,,,"[""皇子""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马定国,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E5%AE%9A%E5%9B%BD/10061538,"[""西晋""]","[""司马定国""]","[""汉族""]","[""河内郡温县""]",,,,,"[""辽东王""]",,,"[""悼惠""]",,,,,,"[""宗室""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马鉴,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E9%89%B4/6939892,"[""西晋""]","[""司马鉴""]","[""汉族""]",,"[""297年""]",,"[""安南将军、使持节、都督豫州诸军事""]","[""大明""]","[""乐安王""]",,,"[""平""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 司马广德,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E5%B9%BF%E5%BE%B7/10063542,"[""西晋""]","[""司马广德""]","[""汉族""]",,,,,,,,,"[""殇""]",,,,,,"[""宗室""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""广汉王""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 京兆公主,https://baike.baidu.com/item/%E4%BA%AC%E5%85%86%E5%85%AC%E4%B8%BB/6364061,,,,"[""东海郯""]",,,,,,"[""长广公主""]",,,,,,"[""京兆公主""]","[""汉族""]",,,"[""晋""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""司马昭 王元姬""]",,,,,,,,,,,,,,,,,
 司马孚,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E5%AD%9A/7820216,"[""汉末三国→西晋""]","[""司马孚""]","[""汉族""]","[""河内郡温县""]","[""272年4月3日""]","[""辅佐曹魏数代帝王；督军防御吴、蜀进攻""]","[""太宰、持节、都督中外诸军事""]","[""叔达""]","[""安平王""]","[""安平献王""]","[""180年""]","[""献""]",,,"[""《请造沁口石门表》"", ""《奏请葬高贵乡公以王礼》"", ""《临终遗令》等""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
